id,title,genres,tagline,overview
1165,The Queen,Drama,Our Leaders. Ourselves.,"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning."
9988,Beerfest,Comedy,Prepare for the ultimate chug of war.,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year."
11652,Invincible,Drama,Dreams are not lived on the sidelines,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way."
11227,Angel-A,Romance Comedy Drama Fantasy,,A beautiful and mysterious woman helps an inept scam artist get his game together...but is their meeting purely coincidence?
9708,The Wicker Man,Mystery Thriller Horror,Some sacrifices must be made,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community."
1116,The Wind That Shakes the Barley,Drama History War,,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart."
5072,Severance,Horror Comedy Thriller,The Company Is Making Cutbacks,"Members (Danny Dyer, Laura Harris, Tim McInnerny) of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers."
9954,The Covenant,Action Adventure Fantasy Horror ScienceFiction Thriller,Only the power of Hell can help them.,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.
7512,Idiocracy,Adventure Comedy ScienceFiction,"In the future, intelligence is extinct.","To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around."
1381,The Fountain,Drama Adventure ScienceFiction Romance,Death is the road to awe,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world."
15097,Fear City: A Family-Style Comedy,Comedy,,"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown."
300,The Science of Sleep,Comedy Drama Fantasy,Close your eyes. Open your heart.,A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.
9676,The Black Dahlia,Drama,Inspired by the most notorious unsolved murder in California history.,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer."
9766,Gridiron Gang,Action Adventure Crime Drama,One goal. A second chance.,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together."
1579,Apocalypto,Action Adventure Drama Thriller,No one can outrun their destiny.,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life."
9664,Flyboys,Action Adventure Drama History Romance War,Inspired by a true story,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots."
12094,Jackass Number Two,Action Comedy Documentary,Guess who just made number two?,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before."
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,"Come to Kazakhstan, it's nice!","Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture."
1417,Pan's Labyrinth,Fantasy Drama War,What happens when make-believe believes it's real?,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks."
4643,The Guardian,Action Adventure Drama,How Do You Decide Who Lives Or Who Dies?,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice."
7484,Open Season,Adventure Animation Family,One Fur All & All Fur One,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
1422,The Departed,Drama Thriller Crime,Lies. Betrayal. Sacrifice. How far will you take it?,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
10781,The Texas Chainsaw Massacre: The Beginning,Horror,What you know about fear... doesn't even come close.,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror."
9794,Employee of the Month,Comedy Romance,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work","When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker."
9978,Stormbreaker,Adventure Action Family,Rule the school. Save the world.,"Alex Rider thinks he is a normal school boy, until his uncle is killed. He discovers that his uncle was actually spy on a mission, when he was killed. Alex is recruited by Alan Blunt to continue the mission. He is sent to Cornwall to investigate a new computer system, which Darrius Sayle has created. He plans to give the new computer systems to every school in the country, but Mr. Blunt has other ideas and Alex must find out what it is."
1975,The Grudge 2,Horror Thriller,"What Was Once Trapped, Will Now Be Unleashed","In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives."
8975,The Marine,Action Adventure Drama Thriller,War is Fine But The Fight Continues,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.
10070,Feast,Action Comedy Horror,,Patrons locked inside of a bar are forced to fight monsters.
1440,Little Children,Romance Drama,,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations."
1523,The Last King of Scotland,Drama,Charming. Magnetic. Murderous.,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor."
9693,Children of Men,Drama Action Thriller ScienceFiction,The future's a thing of the past.,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind."
1124,The Prestige,Drama Mystery Thriller,Are You Watching Closely?,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences."
3683,Flags of Our Fathers,War Drama History,They fight for their country but they die for their friends.,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese."
214,Saw III,Horror Thriller Crime,Suffering? You Haven't Seen Anything Yet...,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard."
14620,The Butterfly Effect 2,Drama ScienceFiction Thriller,Can you change your past without destroying your future?,"After his girlfriend, Julie and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences."
11619,Flushed Away,Adventure Animation Comedy Family,Someone's Going Down,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey."
1427,Perfume: The Story of a Murderer,Crime Fantasy Drama,Based on the best-selling novel,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume."
13767,The Santa Clause 3: The Escape Clause,Comedy Family Adventure,His time at the North Pole is about to go South.,"Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa."
9726,A Good Year,Comedy Drama Romance,Everything matures... eventually.,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers."
36557,Casino Royale,Adventure Action Thriller,Everyone has a past. Every legend has a beginning.,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career."
9836,Happy Feet,Animation Comedy,WARNING: May Cause Toe-Tapping.,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
7551,Déjà Vu,Action Thriller ScienceFiction,"If you think it's just a feeling, go back... and look again.","Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime."
1581,The Holiday,Comedy Romance,It's Christmas Eve and we are going to go celebrate being young and being alive.,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship."
7873,Harsh Times,Crime Drama Thriller Action,Take A Ride To The Edge,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend."
2179,Tenacious D in The Pick of Destiny,Comedy Music,An epic quest. A magical guitar pick. A chance to put the D in Destiny.,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away."
15152,"OSS 117: Cairo, Nest of Spies",Crime Action Adventure Comedy,,"Secret agent OSS 117 foils Nazis, beds local beauties, and brings peace to the Middle East."
10032,Van Wilder 2: The Rise of Taj,Comedy,The Legend is Growing.,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career."
9796,Turistas,Horror Thriller,There are some places tourists should never go,A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.
1372,Blood Diamond,Drama Thriller Action,It will cost you everything.,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide."
9986,Charlotte's Web,Comedy Family Fantasy,"Something unexpected, unbelievable, unforgettable.","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen."
2486,Eragon,Fantasy Action Adventure Family,"As darkness falls, the last dragon will choose its rider.","In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king."
1246,Rocky Balboa,Drama,It ain't over 'til it's over.,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior."
14202,The Painted Veil,Drama Romance,Sometimes the greatest journey is the distance between two people.,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife."
11170,We Are Marshall,Drama,From the ashes we rose.,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive."
1247,The Good Shepherd,Drama Thriller History,The untold story of the most powerful covert agency in the world.,"Edward Wilson, the only witness to his father's suicide and member of the Skull and Bones Society while a student at Yale, is a morally upright young man who values honor and discretion, qualities that help him to be recruited for a career in the newly founded OSS. His dedication to his work does not come without a price though, leading him to sacrifice his ideals and eventually his family."
1125,Dreamgirls,Drama,One Dream Will Change Everything,"Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early."
1646,Freedom Writers,Crime Drama,Their story. Their world. Their future.,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school."
1730,INLAND EMPIRE,Horror Drama Mystery Thriller,A woman in trouble,An actress's perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.
1259,Notes on a Scandal,Drama Romance,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship."
9053,DOA: Dead or Alive,Adventure Action Thriller,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire.
1494,Curse of the Golden Flower,Action Drama Fantasy,Unspeakable secrets are hidden within the Forbidden City.,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself."
1251,Letters from Iwo Jima,Action Adventure Drama War,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
9992,Arthur and the Invisibles,Adventure Fantasy Animation Family,Adventure awaits in your own backyard.,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks."
8275,American Pie Presents: The Naked Mile,Comedy,the most outrageous slice of pie!,"The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus"
7457,Alpha Dog,Crime Drama,One crime. 38 witnesses. No way back.,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'"
8398,The Hitcher,Action Horror Crime,Never pick up strangers.,"While driving through the New Mexico Desert during a rainy night, the college students Jim Halsey and his girlfriend Grace Andrews give a ride to the hitchhiker John Ryder. While in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but Jim succeeds to throw him out of the car on the road. On the next morning, the young couple sees John in another car."
1265,Bridge to Terabithia,Adventure Drama Family,"Close your eyes, but keep your mind wide open.","Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen."
7516,Smokin' Aces,Action Comedy Crime Thriller,Nobody gets away clean.,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing."
9760,Epic Movie,Action Adventure Comedy,We know it's big. We measured.,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army"
9966,The Messengers,Mystery Thriller Horror,There is evidence to suggest that children are highly susceptible to paranormal phenomena. They see what adults cannot. They believe what adults deny. And they are trying to warn us.,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them."
1257,Because I Said So,Comedy,"She's just your normal, overprotective, overbearing, over-the-top mother.","In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control."
1248,Hannibal Rising,Crime Drama Thriller,It started with revenge.,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill."
9757,Norbit,Comedy,Have You Ever Made A Really Big Mistake?,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her."
2062,Ratatouille,Animation Comedy Family Fantasy,He's dying to become a chef.,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down."
2266,"Paris, je t'aime",Drama Romance,Fall in love with Paris 18 times.,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice."
37725,It's a Boy Girl Thing,Comedy Fantasy Romance,They've turned into the things they hated most... each other.,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes."
1250,Ghost Rider,Thriller Action Fantasy Horror,Hell Is About To Be Unleashed,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'."
4169,Breach,Drama Thriller Crime History,How one man betrayed the security of a nation.,"Eric O'Neill, a computer specialist who wants to be made an agent is assigned to clerk for Robert Hanssen, a senior agent with 25 years in the FBI, and to write down everything Hanssen does. O'Neill's told it's an investigation of Hanssen's sexual habits, however Hanssen is really suspected of spying for the Soviet Union and Russia for years and being responsible for the deaths of agents working for the United States."
11172,Music and Lyrics,Comedy Music Romance,Share the music with someone you love.,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words."
3594,The Number 23,Thriller Drama Mystery,First it takes hold of your mind...then it takes hold of your life.,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize."
7874,Black Snake Moan,Drama,To save his soul he must save hers.,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it."
4638,Hot Fuzz,Crime Action Comedy,Big cops. Small town. Moderate violence.,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead."
1738,Next,Action ScienceFiction Thriller,"If you can see the future, you can save it.","Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm."
1949,Zodiac,Crime Drama Mystery Thriller,There's more than one way to lose your life to a killer.,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues."
11199,Wild Hogs,Action Adventure Comedy,A lot can happen on the road to nowhere.,"Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos."
8965,Atlantis: Milo's Return,Fantasy Animation ScienceFiction Family Action,,"Three different stories come to life in this sequel to the hit animated Disney adventure. Explorer Milo Thatch, his new sweetheart, Queen Kida, and the rest of the team are preparing to rebuild the underwater city. But trouble crops up. Harnessing the power of the crystal of Atlantis, the adventurers set out to defend their kingdom against dark forces that threaten from sand, sea and snow."
1271,300,Action Adventure War,"Spartans, prepare for glory!","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy."
6691,Priceless,Drama Comedy Romance,She only dated men with money... until she met a man with a heart.,A beautiful young gold-digger mistakes a lowly hotel clerk as a rich and therefore worthwhile catch.
1255,The Host,Horror Drama ScienceFiction,Monsters are real.,"Gang-du is a dim-witted man working at his father's tiny snack bar near the Han River. One day, Gang-du's one and only daughter Hyun-seo comes back from school irritated. She is angry at her uncle, Nam-il, who visited her school as her guardian shamelessly drunk. Ignoring her father's excuses for Nam-il, Hyun-seo is soon engrossed in her aunt Nam-joo's archery tournament on TV. Meanwhile, outside of the snack bar, people are fascinated by an unidentified object hanging onto a bridge. In an instant, the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ Amid the chaos, Hyun-seo is helplessly snatched up by the creature right before Gang-du's eyes. These unforeseen circumstances render the government powerless to act. But receiving a call of help from Hyun-seo, the once-ordinary citizen Gang-du and his family are thrust into a battle with the monster to rescue their beloved Hyun-seo."
2977,Becoming Jane,Drama Romance,Her own life is her greatest inspiration.,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.
9963,Premonition,Thriller Drama Mystery,Reality is only a nightmare away,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead."
14001,Dead Silence,Horror,You scream. You die.,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected."
2355,Reign Over Me,Drama,Let in the unexpected.,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.
7485,Shooter,Action Drama Mystery Thriller Crime,Yesterday was about honor. Today is about justice.,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why."
9793,The Hills Have Eyes 2,Horror Thriller,Help isn't coming.,A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.
1273,TMNT,Adventure Animation Comedy Family,,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City."
9075,Black Book,Drama Thriller War,"To fight the enemy, she must become one of them.","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
8270,The Lookout,Crime Drama Thriller,Whoever has the money has the power,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist."
9955,Blades of Glory,Action Comedy Drama,Kick Some Ice.,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team."
10172,Are We Done Yet?,Comedy Family Drama,New house. New family. What could possibly go wrong?,Newlyweds Nick (Ice Cube) and Suzanne (Long) decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor (McGinley) with a bizarre approach to business.
1683,The Reaping,Thriller Horror,What Hath God Wrought?,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp."
1267,Meet the Robinsons,Animation Comedy Family,Think your family's weird?,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom."
1272,Sunshine,ScienceFiction Thriller,"If the sun dies, so do we.","Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope."
13377,How the Grinch Stole Christmas!,Animation Family Comedy,"You're a mean one, Mr. Grinch","Bitter and hateful, the Grinch is irritated at the thought of the nearby village having a happy time celebrating Christmas. So disguised as Santa Claus, with his dog made to look like a reindeer, he raids the village to steal all the Christmas things. The village is sure to have a sad Christmas this year."
